Sexe;LS;L1-2;L1-3;L1-4;L1-5;L1-6;L1-7;L1-8;L1-9;L1-10;L2-3;L2-4;L2-5;L2-6;L2-7;L2-8;L2-9;L2-10;L3-4;L3-5;L3-6;L3-7;L3-8;L3-9;L3-10;L4-5;L4-6;L4-7;L4-8;L4-9;L4-10;L5-6;L5-7;L5-8;L5-9;L5-10;L6-7;L6-8;L6-9;L6-10;L7-8;L7-9;L7-10;L8-9;L8-10;L9-10
0;45.1315;2.7934;6.322;8.8628;8.18;8.7794;7.0585;3.2973;3.5394;11.1597;3.6178;6.0849;5.4787;6.8870000000000005;5.2860000000000005;3.3743;3.9649;8.6915;3.2783;1.8632;4.5011;3.5653;5.2344;5.8327;5.2224;2.6101;6.7843;6.4606;8.4301;9.046;5.5389;4.1743;3.9871;6.8263;7.3839;3.6192;1.7258;6.0101;6.2862;3.6243;4.3229;4.647;4.8538;0.6334;9.0006;9.4134
0;40.8472;2.2067;5.1604;7.5355;6.739;7.3586;5.9728;2.8356;3.067;9.668;3.0016;5.3849;4.5748;5.816;4.4384;2.7485;3.2237;7.6663;3.2125;1.5786;3.8788;2.8668;4.2582;4.7209;4.7791;2.6181;6.3006;5.7434;7.3602;7.845;5.2816;3.6833;3.2152;5.6355;6.0621;3.4325;1.3951;4.9531;5.1207;3.4146;3.6759;3.9096;4.2424;0.5021;7.8233;8.1139
0;42.1048;2.6304;5.9049;8.3123;7.5779;7.8231;6.5937;3.0751;3.2972;10.3922;3.3647;5.7019;5.0144;6.0634;4.8246;2.934;3.4751;8.0743;3.1842;1.6754;3.9173;3.0253;4.5827;5.0966;4.8402;2.371;6.3482;5.8544;7.6615;8.2018;5.3003;3.978;3.5688;6.1186;6.5969;3.5568;1.2499;5.0715;5.251;3.5703;3.941;4.1894;4.3015;0.57;8.1386;8.4519
1;40.4671;2.6923;6.4111;8.9169;8.1777;8.7114;7.2077;3.3539;3.5557;11.2099;3.7632;6.2666;5.5272;6.7058;5.2632;3.0129;3.5875;8.735;3.3088;1.7671;4.2413;3.3614;5.006;5.5962;5.1337;2.5982;6.6086;6.2732;8.2113;8.8232;5.4729;4.0112;3.7706;6.5619;7.1139;3.634;1.5041;5.7756;6.0452;3.6204;4.3166;4.6343;4.675;0.6305;8.8242;9.2278
1;47.4133;3.6176;7.3881;10.4679;9.7046;10.5809;8.7726;4.1486;4.3752;13.447;3.8349;6.9123;6.1308;7.9274;6.2547;3.6813;4.4017;10.1025;3.9692;2.3187;5.3264;4.2484;5.5714;6.3039999999999985;6.3793;2.8538;7.932;7.5667;9.4693;10.2213;6.4432;5.0804;4.8018;7.654;8.3397;4.4591;1.816;6.848;7.1572;4.4502;5.0528;5.4055;5.7132;0.7732;10.4276;10.9271
0;44.4523;3.1647;6.5624;9.5633;8.8174;8.6941;7.1916;3.5391;3.7865;11.7163;3.4595;6.4176;5.7121;6.4997;4.9687;3.2909;4.0103;8.9158;3.5202;2.2571;4.433;3.3065;5.0904;5.812;5.6842;2.3699;6.763;6.2327;8.5973;9.3273;5.7299;4.3989;4.0082;7.0559;7.7198;3.9277;1.5412;5.5191;5.8282;3.9083;4.1681;4.589;4.8913;0.7639;9.0285;9.4799
1;45.5333;3.4714;6.89;9.8193;8.9894;9.5824;7.7989;3.8798;4.0125;12.7214;3.5324;6.3881;5.5793;7.2348;5.5653;3.7004;4.1794;9.602;3.8497;2.1168;4.8561;3.7652;5.2867;5.7852;6.1468;2.6659;7.6256;7.1754;9.0505;9.5622;6.3689;4.9602;4.6082;7.2531;7.729;4.5401;1.7835;6.1168;6.3372;4.5123;4.3953;4.6626;5.7313;0.5202;9.9437;10.2893
1;44.3358;3.4551;6.8497;9.7574;8.9127;9.5727;7.6452;3.7862;3.9753;11.9969;3.5014;6.3291;5.568;7.278;5.3457;3.6442;4.3436;8.9589;3.6805;2.0705;4.995;3.5379;5.2899;6.0286;5.6077;2.906;7.529;6.7302;8.9134;9.6654;6.0257;4.6238;3.9606;7.0237;7.716;3.8524;1.9608;6.1572;6.4994;3.8249;4.3949;4.8527;4.8962;0.7627;9.2068;9.7258
1;48.5488;3.5683;7.4665;10.7673;9.8029;10.5015;8.4118;4.1248;4.3997;13.2225;4.0039;7.2558;6.3227;8.0382;6.0179;3.7826;4.427;10.037;4.3871;2.3364;5.33;3.9346;5.6315;6.2245;6.1736;3.4567;8.5177;7.8647;9.8941;10.5205;6.9171;5.061;4.5854;7.6921;8.2254;4.2648;2.0935;6.7574;6.917999999999998;4.2227;4.7642;5.0072;5.5419;0.6676;10.1408;10.4783
1;49.0907;3.67;7.5186;10.5319;9.6488;10.4004;8.5667;4.1845;4.4236;13.469;3.9519;6.8908;6.0904;7.8952;6.1776;4.1646;4.7552;10.1964;3.863;2.1402;5.3119;4.2121;6.0759;6.658;6.3924;3.1091;7.9843;7.5398;9.8743;10.4719;6.6374;4.877;4.5382;7.8356;8.3717;4.4958;1.8341;6.8226;7.0648;4.4872;5.0601;5.357;5.7538;0.6202;10.640999999999998;11.0212
1;40.5796;3.0513;6.3788;8.9717;8.2272;8.4966;7.1518;3.5404;3.8701;11.1728;3.4217;5.9494;5.2505;6.4985;5.1644;3.3437;4.0913;8.4982;3.4069;1.8488;4.4023;3.4582;4.9215;5.6320000000000014;5.2388;2.5789;7.0055;6.4814;8.2492;8.9874;5.8129;4.4299;4.0105;6.5596;7.2142;3.8278;1.3601;5.2982;5.528;3.8123;4.0564;4.3847;4.6126;0.7787;8.55;8.9668
0;45.2296;2.2588;5.7103;8.2944;7.5461;8.5604;6.8419;3.3016;3.4735;10.8656;3.5338;6.1511;5.3127;6.8665;5.2363;2.9506;3.2552;8.7514;4.2038;1.9203;4.0723;2.9783;4.309;4.5681;5.227;3.2369;7.3782;6.917000000000002;8.1782;8.4765;6.1406;4.1414;3.8309;6.1815;6.4235;3.7605;1.7294;5.7251;5.7783;3.7619;4.0205;4.0961;4.9443;0.3183;8.7123;8.8598
1;42.9205;2.7562;6.5449;9.2951;8.5571;9.3253;7.8166;3.5977;3.7677;11.9571;3.8896;6.6705;5.8161;7.1259;5.7533;3.0382;3.4969;9.3397;4.5481;2.2064;3.8583;3.0567;4.6399;5.0781;5.4503;3.1723;7.3609;7.2574;8.7568;9.246;6.2360000000000015;4.1886;4.2084;6.8421;7.2726;3.9232;1.5611;6.199;6.3958;3.8837;4.6379;4.8398;5.151;0.5017;9.4452;9.7553
0;43.4238;2.5345;6.0207;8.5585;7.8794;9.0482;7.4172;3.4885;3.665;11.6781;3.5629;6.1382;5.372000000000001;7.1219;5.5512;3.0275;3.4269;9.2828;4.0445;1.9166;4.3283;3.1773;4.4451;4.8281;5.7278;3.1315;7.3895;6.8306;8.2027;8.6216;6.2546;4.2605;3.7981;6.2897;6.6503;4.151;1.6323;5.9864;6.1122;4.1646;4.3946;4.5535;5.2102;0.4323;9.3234;9.5727
1;45.1837;3.2321;7.1852;10.1397;9.2441;10.2163;8.3232;3.8559;4.0284;13.0962;4.0372;6.9734;6.0423;7.8186;5.9967;3.5489;4.0574;10.0794;4.1161;2.1156;4.887;3.6375;5.5272;6.0378;6.0861;2.8252;7.8202;7.2826;9.4611;9.9972;6.2933;5.0067;4.522;7.5759;8.0677;4.4856;1.8931;6.8629;7.09;4.5142;5.0387;5.313;5.7081;0.5499;10.4948;10.8599
1;40.3722;2.7842;6.4986;8.9883;8.3919;8.7507;7.5048;3.6937;3.8706;11.6123;3.7411;6.3183;5.6203;6.5484;5.3445;3.0144;3.4847;8.9837;3.6153;1.9038;4.0412;3.2763;4.8239;5.2948;5.3694;2.8112;6.8576;6.5293;8.2739;8.7716;5.9906;4.0546;3.8555;6.5733;7.0122;3.8589;1.2459;5.4841;5.676;3.8754;4.2842;4.5132;4.7748;0.5146;8.9134;9.2128
0;43.4053;2.6394;6.2816;9.0533;8.199;8.5228;7.1636;3.3818;3.537;11.3368;3.72;6.4644;5.6006;6.5874;5.2771;3.0557;3.4805;8.9294;3.8243;1.9392;3.9556;3.1159;4.7873;5.2145;5.292000000000002;2.8001;6.8655;6.5539999999999985;8.4495;8.9012;5.8398;4.0656;3.8574;6.6228;7.0261;3.8186;1.3592;5.5715;5.7559;3.8194;4.2635;4.4838;4.7982;0.4666;8.9263;9.2081
1;41.5044;2.6343;6.2588;8.7446;8.0492;9.0306;7.5;3.6964;3.8413;11.6331;3.6362;6.3821;5.4154;6.7465;5.2764;2.7075;3.1022;9.046;4.1792;1.8329;3.9244;2.9403;4.3538;4.7491;5.4353;3.4283;7.1698;6.7908;8.1944;8.6269;6.2211;3.7432;3.4862;6.098;6.4688;3.8678;1.5394;5.7581;5.9191;3.8408;4.2398;4.4263;4.9688;0.4415;8.9854;9.2518
0;42.0244;2.0995;5.2722;7.9527;7.0602;8.0942;6.435;3.0949;3.2233;10.8475;3.2146;5.9991;4.9666;6.4337;4.8265;2.6412;2.9263;8.8284;4.0769;1.8752;3.9168;2.7426;3.9652;4.2477;5.6205;3.012;6.9652;6.4601;7.7983;8.1056;5.9953;3.9619;3.537;5.7948;6.0638;4.1239;1.6611;5.4297;5.5282;4.0938;3.814;3.9404;5.2212;0.315;8.8417;9.028
1;43.2751;2.9164;6.5222;9.441;8.5556;9.1001;7.5721;3.5812;3.8348;12.2432;3.6663;6.6127;5.6707;7.0411;5.5301;3.2669;3.8125;9.575;4.0379;2.0479;4.6871;3.5941;5.0712;5.575;6.0264;3.039;7.8298;7.2305;8.9466;9.4844;6.6623;4.7919;4.3045;6.9783;7.4447;4.4557;1.5366;5.904;6.0408;4.4631;4.4701;4.6718;5.3971;0.5676;9.697;9.986
1;38.5078;2.6996;6.0003;8.959;7.8617;8.4813;7.098;3.5013;3.651;10.8912;3.3389;6.4124;5.181;6.2527;4.9282;2.8119;3.1816;8.3089;4.2001;1.8722;3.6498;2.7460000000000004;4.2958;4.6425;5.0057;3.3562;6.7012;6.4666;8.3245;8.6995;5.6253;3.3561;3.1881;6.0134;6.3286;3.3761;1.3858;5.4402;5.5774;3.3687;4.0919;4.2573;4.4084;0.3937;8.3767;8.5948
0;44.1435;2.4404;5.6824;8.5724;7.6769;8.4828;7.0604;2.9055;3.0117;10.95;3.3058;6.2079;5.2672;6.734;5.3374;2.7873;3.1015;8.7061;3.9379;2.0141;4.3896;3.3218;4.5259;4.8433;5.4633;2.9119;7.2452;6.7115;8.2721;8.6074;5.9408;4.3354;3.8648;6.4452;6.7462;3.8733;1.4245;5.9472;6.075;3.8497;4.5803;4.7341;4.6837;0.3413;8.9884;9.2073
0;43.6998;2.2879;5.3737;8.0491;7.2033;8.041;6.651;3.0939;3.2546;10.5757;3.1843;5.7833;5.0412;6.5628;5.2788;3.1592;3.4793;8.5868;3.4904;1.8579;4.3527;3.5259;4.5206;4.8379;5.4969;3.1022;6.7948;6.513;7.9377;8.2673;5.8399;3.6953;3.5015;5.9497;6.2298;3.7349;1.4044;5.4629;5.5697;3.6994;4.074;4.198;4.7515;0.3424;8.607000000000001;8.7973
0;39.3641;2.3751;5.7565;7.9597;7.3982;7.9196;6.3981;3.0834;3.2399;10.4566;3.4822;5.6422;5.0565;6.1897;4.7071;2.6217;3.0582;8.2775;3.5311;1.7369;3.5512;2.5659;4.0681;4.4859;4.8167;2.5355;6.4079;5.9175;7.2843;7.7476;5.5202;3.8757;3.5432;5.7893;6.1935;3.6302;1.5225;5.0934;5.2376;3.6175;3.6264;3.8201;4.6423;0.4804;8.1217;8.3903
1;41.062;2.9;6.4574;9.0201;8.4471;9.0828;7.3989;3.6795;3.8367;12.0335;3.6763;6.1796;5.6347;7.002999999999999;5.3936;3.298;3.7112;9.4126;3.8697;1.9925;4.2364;3.155;4.7429;5.1462;5.7801;3.2442;7.2153;6.7218;8.3911;8.8237;6.4561;3.9767;3.7061;6.5355;6.9037;4.0517;1.6839;5.8131;5.9617;4.0402;4.189;4.3798;5.2683;0.4471;9.3379;9.5872
1;53.8679;4.3727;8.7965;12.3605;11.6535;13.1194;10.6795;5.0944;5.2994;15.9787;4.6103;8.0436;7.417999999999998;10.0222;7.6726;4.6796;5.2644;12.0208;5.0031;2.8589;6.4401;4.6406;6.4653;7.0361;7.4496;3.9816;9.7883;8.8915;11.2947;11.8945;7.9041;5.8078;5.0891;9.0079;9.5284;4.9554;2.4412;8.5588;8.7635;4.9624;6.2187;6.4844;6.3893;0.6216;12.3034;12.6748
0;40.0571;2.2725;5.6578;7.7527;7.3702;7.8255;6.5197;3.1584;3.3697;10.1671;3.4281;5.5965;5.1188;6.0707;4.8195;2.8602;3.2905;8.0427;3.4763;1.7294;3.621;2.844;4.4903;4.9029;4.69;2.9142;6.5046;6.1304;7.6605;8.1084;5.7164;3.6162;3.4522;6.1047;6.4899;3.3231;1.308;5.2195;5.3907;3.3488;3.9562;4.1631;4.2964;0.4599;8.1289;8.3958
0;38.5946;2.2694;5.4806;7.8545;7.1401;7.4869;6.1828;3.0284;3.151;10.1029;3.2688;5.6844;4.9066;5.7553;4.4829;2.68;3.0547;8.006;3.6442;1.6675;3.3644;2.521;4.1632;4.5648;4.7988;3.0488;6.3303;5.9459;7.5523;7.9762;5.7104;3.2878;3.0858;5.7021;6.0809;3.4126;1.3047;4.8929;5.0973;3.405;3.6599;3.9043;4.3718;0.4271;7.9733;8.253
0;44.1726;2.6893;6.0196;8.6023;7.9884;8.2479;7.0099;3.3674;3.5021;11.337;3.3733;6.0701;5.3216;6.2029999999999985;5.0157;2.9174;3.3486;8.8377;3.9575;1.9784;3.9079;3.1342;4.5571;5.0079;5.5625;3.2836;7.1799;6.8153;8.2503;8.7246;6.5974;3.929;3.7599;6.3819;6.8059;3.978;1.238;5.2879;5.4974;3.9887;4.0927;4.3352;4.9221;0.4776;8.8939;9.1956
0;48.7022;3.0375;6.8099;9.5986;8.7919;9.9986;8.0273;3.8699;4.0157;13.0119;3.7943;6.7697;5.7569;7.5843;5.6849;3.3033;3.749;10.0837;4.2512;2.0301;4.9556;3.6478;5.2715;5.7397;6.3533;3.2354;8.2078;7.5547;9.2634;9.7524;6.9266;4.9752;4.4359;7.2104;7.6614;4.7457;1.9719;6.6469;6.8598;4.698;4.7393;4.9954;5.9698;0.4924;10.4645;10.804
1;40.9816;3.0386;6.5723;9.4485;8.4674;9.0561;7.5432;3.7116;3.8955;12.0404;3.5737;6.5162;5.4539;6.7405;5.3020000000000005;3.2186;3.6952;9.1947;3.9144;1.899;4.3556;3.4419;4.9997;5.462999999999999;5.727;3.0335;7.2711;6.9348;8.7913;9.2775;6.1612;4.2404;3.9829;6.7123;7.1425;4.1422;1.5135;5.7934;5.973;4.1449;4.3281;4.5481;5.233;0.5052;9.4012;9.6956
0;39.1781;2.1164;5.4239;7.7741;7.0242;7.3881;6.3598;2.6738;2.7879;10.0215;3.3633;5.7222;4.9394;5.8531;4.7698;2.5487;2.8828;8.0922;3.4523;1.6151;3.5653;2.6345;4.3579;4.7055;4.822;2.7260000000000004;6.3746;5.7462;7.5456;7.9143;5.5991;3.6516;3.1054;5.8989;6.2319;3.5759;1.0884;5.1066;5.2723;3.5463;4.208;4.4175;4.0765;0.373;8.2079;8.4513
0;42.0272;2.783;6.2545;9.267;8.212;8.8147;7.1179;3.37;3.5460000000000003;11.5566;3.5416;6.5682;5.4674;6.7963;5.0994;3.1028;3.5935;8.9997;4.1393;1.9716;4.3319;3.0667;4.8362;5.329;5.5347;3.1524;7.468;6.8204;8.7991;9.318;6.1804;4.3176;3.7784;6.6816;7.1464;3.9695;1.7138;5.8555;6.0618;3.989;4.2872;4.5637;5.0133;0.5305;9.1999;9.5325
0;39.1328;2.4329;5.797999999999999;8.5217;7.5474;8.0471;6.693;3.1184;3.2442;10.5121;3.4335;6.1468;5.1693;6.2358;4.9008;2.7444;3.1851;8.2909;3.7417;1.7499;3.7432;2.7932;4.3363;4.8105;4.9376;3.0378;6.5329;6.1267;7.9178;8.4141;5.5583;3.4977;3.1795;5.9131;6.3567;3.4334;1.3578;5.2854;5.5149;3.387;4.003;4.2792;4.3134;0.5039;8.2164;8.5457
0;46.2051;2.959;6.6152;9.4994;8.6832;9.5237;7.4986;3.3861;3.6655;12.063;3.7187;6.5745;5.7827;7.5553;5.4816;3.3479;3.982;9.4211;3.6348;2.069;5.3036;3.666;5.4027;6.0083;5.9018;2.7338;7.811;6.8016;8.9574;9.5856;6.2102;5.0784;4.1826;7.2311;7.7888;4.2135;2.0788;6.5096;6.6916;4.184;4.6634;4.9607;5.1697;0.6606;9.7098;10.0824
0;39.8279;2.4937;5.7546;8.0511;7.454;7.5619;6.4399;2.967;3.0844;10.3281;3.3262;5.6202;5.0047;5.7612;4.6325;2.6388;3.0622;8.0805;3.3525;1.7039;3.5553;2.754;4.3197;4.7545;4.8742;2.7021;6.3051;5.8511;7.4516;7.912000000000001;5.6894;3.6244;3.3223;5.904;6.3137;3.5499;1.1373;4.8869;5.0822;3.5329;3.845;4.0871;4.2898;0.4683;8.0607;8.3469
0;43.0187;2.6063;6.1272;8.6749;7.9919;8.9011;7.4388;3.4653;3.62;11.5664;3.5548;6.2526;5.4009;6.7827;5.377000000000002;2.8944;3.2865;9.0696;4.0794;1.8798;4.0804;3.1022;4.5813;4.9669;5.5546;3.4312;7.2386;6.8109;8.3461;8.7637;6.3695;3.8075;3.5099;6.3274;6.6861;3.921;1.4653;5.9192;6.08;3.8462;4.4873;4.6751;4.8997;0.426;9.189;9.446
0;41.6593;2.6319;6.0869;8.5456;7.8059;8.3476;6.9008;3.2465;3.3494;10.7901;3.487;6.0277;5.1865;6.2481;4.8255;2.6669;3.0957;8.2946;3.5895;1.7394;3.7748;2.8004;4.4847;4.941;4.8876;2.7532;6.5183;6.0736;7.8579;8.3373;5.4985;3.7653;3.4316;6.1369;6.5736;3.515;1.4492;5.4573;5.6862;3.4876;4.0797;4.352;4.4539;0.4849;8.4071;8.7373
1;36.4898;2.3978;5.6112;8.0106;7.3849;8.1764;6.5884;3.187;3.385;10.1762;3.2408;5.7274;5.008;6.2273;4.7367;2.6464;3.0619;7.8917;3.4672;1.774;3.794;2.8738;4.1974;4.5746;4.7143;2.8967;6.2398;5.9879;7.5027;7.9117;5.2131;3.3452;3.2385;5.7683;6.1033;3.1225;1.6058;5.4215;5.5449;3.0955;3.8288;3.9769;4.308;0.4359;7.9503;8.1761
0;43.5063;2.4267;5.8651;8.0713;7.5447;8.2721;7.0046;3.2348;3.3946;10.8433;3.4669;5.7807;5.1299;6.3352;5.0819;2.6786;3.0767;8.5296;3.5146;1.6969;3.8479;2.9285;4.384;4.7701;5.125;2.8739;6.6272;6.1182;7.6229;8.042;5.8127;3.755;3.3605;5.977;6.3381;3.7145;1.27;5.4297;5.5754;3.6978;4.2274;4.4106;4.5042;0.4316;8.5621;8.8118
0;40.8232;2.5576;5.7513;8.6599;7.4842;7.9039;6.5975;3.275;3.3924;10.1988;3.2274;6.3276;4.9274;5.7101;4.4829;2.5298;2.895;7.7148;4.4334;1.8568;3.082;2.3414;4.0098;4.3687;4.4974;3.238;6.5428;6.4671;8.1458;8.5385;5.4684;3.3107;3.3110000000000004;5.8495;6.1977;3.1756;1.3216;5.0817;5.2641;3.153;3.7738;3.9752;4.2204;0.4003;7.8629;8.1188
0;37.0082;2.2769;5.3782;7.6594;6.9663;7.2778;5.992000000000001;2.7456;2.8805;9.4916;3.1763;5.4384;4.734;5.6228;4.3519;2.6345;3.0156;7.4296;3.3417;1.6012;3.357;2.4845;4.238;4.622;4.3258;2.6326;6.0252;5.5937;7.3488;7.7569;5.1361;3.3955;3.1068;5.754;6.1192;3.0973;1.2917;4.9475;5.1344;3.0805;3.7488;3.9788;3.9368;0.4151;7.6137;7.8820000000000014
0;44.645;2.6854;6.0281;8.5544;7.9556;8.662;7.2318;3.3841;3.5321;11.2094;3.3873;5.9825;5.2992;6.6644;5.2636;3.0244;3.3739;8.715;3.7008;1.931;4.3568;3.3321;4.6799;5.0143;5.425;3.0317;7.207999999999998;6.647;8.1883;8.5454;6.1532;4.1809;3.7623;6.4245;6.7312;3.8209;1.4324;5.6962;5.8052;3.8145;4.3393;4.4830000000000005;4.7009;0.3696;8.8584;9.0631
0;46.3787;2.9018;6.5373;9.6089;8.6866;8.9312;7.4441;3.6071;3.7964;11.9793;3.6916;6.7988;5.8067;6.7912;5.3393;3.2693;3.6973;9.3109;4.1733;2.178;4.3301;3.3475;5.086;5.487;5.7381;2.9812;7.5438;7.1147;9.1118;9.5383;6.4278;4.5654;4.2647;7.1468;7.5209;4.1781;1.4896;5.7994;5.938;4.1333;4.3998;4.5845;5.1544;0.4487;9.4468;9.6855
1;42.9951;2.9709;6.6269;9.3668;8.6616;9.1824;7.7363;3.8347;4.029;12.0937;3.695;6.5755;5.6998;6.7887;5.4348;3.1126;3.5406;9.262;4.225;2.0802;4.0762;3.2593;4.807;5.1902;5.6226;3.2494;7.4049;7.1498;8.7729;9.1955;6.4663;4.1604;4.0656;6.7896;7.1441;4.0159;1.4573;5.8148;5.9373;4.0139;4.3759;4.5226;5.148;0.447;9.3346;9.5582
0;44.9927;2.7925;6.4655;9.2508;8.3716;9.1336;7.5281;3.5254;3.7751;12.0517;3.7148;6.5664;5.5939999999999985;7.0095;5.4607;3.1461;3.6744;9.4257;3.9545;1.9364;4.4609;3.4255;5.0452;5.532;5.7936;2.9267;7.4512;6.9917;8.8092;9.3321;6.2838;4.5265;4.1497;6.886;7.343;4.2939;1.6056;6.0828;6.2438;4.2478;4.5343;4.7438;5.3293;0.551;9.6654;9.9655
1;40.3764;2.6633;6.0213;8.3136;7.8551;8.4454;6.9919;3.2951;3.4374;10.98;3.3851;5.7922;5.1931;6.3719;4.9613;2.8531;3.2939;8.4471;3.5129;1.9162;4.0866;3.1298;4.6425;5.0983;5.1418;2.4398;6.8657;6.3647;7.9161;8.3946;5.8006;4.4348;4.0715;6.5209;6.9641;3.8801;1.4536;5.5709;5.7811;3.8217;4.1775;4.4284;4.7487;0.4833;8.7313;9.0575
